Physical,Analytical,Fitness,Interview,Education,Result
34,65,36,54,14,0
8,30,53,75,50,0
23,44,5,95,97,0
34,0,20,88,3,0
96,86,56,76,70,1
78,70,33,58,73,0
44,42,54,35,63,0
61,62,81,74,55,1
28,8,31,80,57,0
22,45,68,80,90,0
22,91,75,96,48,0
71,74,30,98,23,0
20,77,93,70,38,0
22,93,53,12,51,0
60,86,27,83,79,0
30,45,76,0,40,0
3,62,17,64,32,0
17,45,84,24,29,0
47,91,91,59,30,0
2,33,72,10,7,0
23,63,95,96,43,0
69,21,48,6,14,0
64,38,92,89,17,0
64,98,42,56,75,1
10,51,8,32,20,0
3,37,54,11,9,0
34,87,92,31,25,0
28,1,3,18,83,0
48,29,79,27,25,0
31,4,22,16,1,0
54,78,57,20,45,0
33,94,22,4,9,0
92,30,52,63,40,0
75,56,94,46,35,0
6,84,72,31,12,0
71,39,100,17,36,0
100,9,88,66,47,0
63,86,80,67,58,1
32,90,1,58,11,0
65,74,32,67,13,0
6,46,42,45,27,0
29,9,75,79,97,0
41,97,44,52,7,0
37,81,1,59,39,0
27,22,3,31,38,0
66,3,42,41,26,0
23,18,43,92,91,0
22,19,62,2,6,0
25,47,73,48,15,0
27,42,85,48,82,0
51,98,67,73,60,1
100,2,41,89,56,0
26,36,35,66,71,0
21,22,0,46,71,0
82,90,2,36,86,0
6,10,68,1,55,0
65,69,75,32,70,0
1,45,26,80,27,0
85,14,68,20,26,0
56,12,41,13,84,0
64,72,88,11,5,0
7,18,3,56,73,0
53,100,6,26,2,0
90,85,61,28,52,0
34,2,32,38,64,0
69,59,37,26,65,0
28,56,95,81,38,0
40,45,71,63,50,1
42,17,85,87,94,0
7,93,39,14,89,0
93,61,97,96,68,1
2,42,51,64,93,0
89,20,73,12,60,0
71,69,79,28,77,0
28,80,23,4,44,0
21,28,42,45,26,0
52,10,50,66,8,0
70,39,55,98,36,1
5,8,7,35,16,0
6,45,33,89,94,0
81,70,76,73,18,0
45,11,50,25,87,0
28,28,48,90,89,0
95,58,31,78,75,0
39,83,65,33,34,0
79,65,83,91,16,0
29,20,96,46,31,0
30,13,64,49,22,0
62,18,75,53,53,0
57,40,10,26,96,0
88,2,85,89,91,0
36,60,53,51,93,1
71,36,40,84,5,0
49,73,68,23,7,0
10,51,3,20,63,0
19,87,7,81,41,0
89,90,72,27,65,0
48,33,65,11,92,0
55,35,28,84,90,0
77,49,37,49,84,1
69,72,27,2,75,0
3,31,95,24,96,0
44,47,45,97,56,1
45,55,22,20,47,0
16,32,58,95,93,0
75,10,0,55,67,0
91,32,97,38,87,0
34,71,87,28,30,0
66,75,76,71,100,1
1,11,19,87,36,0
62,78,71,96,49,1
10,72,42,54,52,0
72,14,100,77,16,0
15,60,11,79,89,0
25,25,76,15,75,0
68,44,60,42,95,1
64,61,58,34,83,0
89,71,34,93,14,0
8,61,33,65,72,0
91,99,3,57,39,0
25,99,76,72,8,0
98,62,53,47,91,1
43,6,16,14,20,0
96,75,67,68,100,1
41,92,94,55,61,1
44,62,13,60,95,0
75,48,77,58,0,0
52,19,47,55,51,0
42,19,67,43,95,0
85,27,0,77,53,0
25,77,77,56,62,0
57,44,82,89,93,1
81,86,29,97,1,0
27,19,73,63,100,0
85,62,38,19,20,0
5,92,27,39,48,0
0,61,49,96,54,0
70,57,86,22,13,0
24,95,93,93,44,0
43,54,37,49,69,1
22,89,47,43,93,0
12,26,34,27,3,0
84,49,7,89,86,0
18,3,63,95,4,0
83,79,72,81,94,1
16,34,20,100,16,0
90,7,66,38,42,0
88,7,77,78,78,0
16,35,99,68,21,0
86,74,42,44,95,1
66,36,73,81,6,0
9,9,49,93,48,0
27,82,4,12,28,0
67,58,0,94,21,0
6,87,80,95,57,0
4,63,9,87,40,0
35,18,0,88,5,0
72,89,26,40,54,0
43,46,50,49,99,1
7,66,98,89,67,0
8,39,72,70,74,0
80,86,3,86,37,0
77,86,91,86,12,0
16,17,67,33,17,0
40,48,17,81,69,0
66,35,32,95,22,0
34,26,45,61,9,0
38,22,82,54,83,0
44,18,36,94,85,0
100,82,100,5,10,0
59,99,94,96,54,1
65,88,78,66,47,1
91,98,59,4,29,0
21,87,1,18,73,0
11,58,59,96,99,0
44,4,29,36,20,0
38,20,43,70,100,0
74,88,13,58,50,0
12,20,13,83,7,0
92,6,37,94,68,0
0,32,62,13,4,0
61,35,69,53,74,0
7,40,5,9,65,0
52,48,96,62,85,1
46,27,10,30,42,0
84,99,31,86,57,0
94,10,20,25,96,0
61,24,56,73,93,0
2,43,34,55,20,0
67,78,26,32,31,0
100,5,3,40,61,0
5,53,35,72,39,0
20,19,16,30,21,0
28,92,47,17,19,0
63,61,57,97,44,1
37,92,13,46,64,0
38,95,48,50,47,1
16,86,34,30,74,0
80,70,95,70,72,1
11,4,14,1,95,0
47,84,87,13,68,0
42,79,73,81,54,1
100,82,98,25,1,0
60,44,22,21,50,0
10,84,95,59,97,0
69,62,60,42,6,0
80,46,87,84,65,1
48,96,75,47,61,1
8,10,100,6,18,0
78,100,29,22,1,0
69,63,72,3,46,0
26,57,32,73,38,0
29,86,97,57,98,0
53,43,59,12,29,0
91,84,62,99,12,0
97,81,14,84,86,0
76,9,35,75,41,0
70,0,75,32,90,0
28,26,55,65,85,0
81,28,75,33,33,0
25,28,7,6,10,0
26,80,7,20,89,0
100,62,65,87,7,0
49,40,70,97,39,1
100,73,31,74,11,0
63,7,15,63,94,0
94,42,71,4,88,0
93,37,49,89,88,1
42,52,39,64,85,1
75,75,76,54,64,1
8,99,60,71,35,0
85,64,24,18,69,0
13,44,10,21,8,0
74,59,49,64,17,0
30,7,61,12,89,0
63,99,25,48,61,0
61,27,75,51,20,0
31,79,99,66,67,0
32,73,81,17,19,0
10,65,37,97,37,0
37,15,92,80,30,0
13,49,91,29,97,0
90,59,18,99,44,0
7,66,40,48,96,0
100,62,60,78,46,1
15,0,7,54,24,0
22,14,57,58,3,0
51,47,19,7,40,0
7,34,96,61,24,0
33,37,81,46,17,0
72,4,66,39,68,0
43,77,28,97,13,0
94,42,5,98,16,0
80,22,51,33,36,0
55,31,32,61,50,0
69,88,74,99,11,0
6,69,72,71,8,0
77,91,46,77,98,1
36,59,74,60,90,1
7,80,18,83,37,0
48,13,4,16,78,0
100,3,100,29,17,0
72,35,71,73,47,0
91,89,46,6,56,0
96,10,75,65,15,0
33,97,18,100,97,0
3,43,74,40,99,0
43,16,37,21,60,0
14,86,12,49,9,0
1,33,90,3,31,0
45,89,34,20,5,0
45,57,58,86,1,0
23,46,10,84,89,0
34,84,57,18,2,0
51,31,40,5,79,0
30,22,4,94,3,0
18,26,16,88,83,0
88,68,79,96,36,1
36,78,11,62,27,0
33,90,26,3,83,0
65,100,28,97,49,0
36,55,92,71,98,1
61,76,10,86,86,0
91,86,29,62,44,0
74,33,43,54,12,0
49,15,56,40,49,0
76,95,67,83,39,1
80,17,26,73,78,0
80,17,28,91,99,0
90,0,55,50,97,0
21,42,37,51,5,0
85,50,96,28,46,0
99,14,2,59,96,0
67,99,39,53,94,1
30,6,15,73,77,0
29,51,36,44,44,0
55,92,43,8,41,0
30,3,49,55,88,0
50,31,6,100,33,0
92,23,94,68,40,0
18,85,18,37,4,0
8,11,97,31,2,0
90,96,100,78,70,1
0,13,84,47,51,0
98,8,100,47,42,0
39,98,6,22,100,0
21,9,70,75,74,0
41,29,97,48,86,0
4,45,58,27,19,0
26,3,57,11,80,0
86,68,98,80,68,1
71,93,10,8,33,0
97,39,93,7,62,0
20,5,77,22,24,0
17,81,36,58,82,0
81,59,27,28,86,0
50,60,99,59,65,1
29,85,30,47,49,0
45,41,76,6,27,0
16,100,41,57,51,0
14,54,85,82,21,0
0,54,21,26,24,0
45,37,94,21,32,0
9,62,17,44,66,0
83,57,32,53,44,0
58,31,23,15,5,0
44,95,58,87,73,1
67,29,38,92,15,0
78,60,12,79,2,0
42,4,97,65,61,0
85,19,43,66,66,0
75,70,69,44,93,1
2,28,74,53,78,0
23,43,65,87,24,0
14,59,79,94,97,0
16,63,31,82,89,0
65,87,91,62,24,0
81,39,15,5,55,0
66,30,8,74,19,0
72,52,43,76,79,1
62,84,80,64,24,0
49,10,15,10,45,0
35,76,16,49,57,0
42,15,58,65,14,0
64,92,82,52,40,1
54,94,72,33,98,0
2,76,16,32,12,0
5,61,83,0,20,0
81,27,95,90,26,0
24,92,61,2,79,0
18,54,48,58,41,0
59,84,26,8,92,0
38,42,28,57,100,0
67,5,100,3,91,0
79,58,29,67,35,0
2,45,47,46,85,0
5,8,13,31,13,0
52,77,71,16,64,0
43,21,79,13,91,0
7,94,2,96,43,0
30,8,53,91,21,0
96,17,27,53,30,0
32,27,99,45,95,0
17,75,9,88,8,0
61,72,25,42,14,0
37,17,30,85,17,0
8,45,66,52,25,0
24,45,62,18,51,0
65,69,70,32,46,0
89,32,18,93,22,0
62,14,84,60,7,0
18,17,20,8,94,0
57,95,31,60,87,0
89,27,26,86,56,0
74,88,45,71,23,0
96,82,58,19,99,0
60,11,66,3,100,0
50,70,84,94,80,1
8,70,25,80,10,0
8,72,27,46,46,0
91,1,18,83,37,0
43,59,71,76,37,1
94,40,88,40,58,1
23,7,47,57,78,0
6,8,100,22,81,0
94,20,7,34,3,0
24,97,89,28,72,0
18,94,90,90,70,0
0,35,23,28,12,0
55,93,44,86,14,0
80,70,28,32,99,0
59,49,52,65,88,1
9,47,31,36,45,0
37,32,85,58,31,0
45,90,44,62,39,1
81,86,10,2,21,0
39,50,69,27,98,0
50,90,28,46,86,0
70,9,36,23,60,0
4,2,37,82,14,0
1,19,53,64,16,0
63,10,92,38,63,0
2,98,18,17,14,0
65,23,98,78,57,0
14,45,43,5,26,0
88,22,66,69,32,0
84,71,6,3,83,0
89,69,27,9,18,0
28,91,17,73,68,0
20,18,67,85,44,0
55,37,4,41,91,0
2,12,39,27,79,0
42,81,100,81,64,1
57,22,31,94,85,0
11,73,20,54,70,0
100,30,84,0,52,0
81,13,0,86,52,0
15,28,0,12,79,0
69,50,46,61,94,1
66,60,79,37,98,1
50,48,9,62,95,0
57,63,65,94,86,1
93,52,29,33,17,0
31,10,0,52,89,0
44,22,66,56,0,0
6,30,32,89,9,0
18,28,38,46,51,0
12,8,40,95,17,0
48,46,3,7,33,0
2,30,17,12,76,0
19,11,91,11,62,0
46,94,20,10,54,0
25,1,90,96,32,0
60,59,45,48,90,1
49,9,29,13,93,0
81,91,44,10,26,0
36,33,71,84,54,0
16,43,70,96,81,0
88,68,56,86,66,1
2,97,2,79,66,0
27,77,6,60,52,0
4,44,21,17,0,0
7,18,79,75,18,0
16,78,32,74,88,0
33,41,48,34,97,0
55,69,29,74,89,0
84,30,95,4,55,0
2,10,1,92,31,0
33,13,43,35,31,0
88,78,87,49,68,1
41,81,8,12,89,0
77,21,80,52,0,0
97,20,34,86,17,0
72,54,86,10,74,0
45,69,82,49,27,0
70,76,31,78,50,0
20,89,74,31,57,0
87,13,58,58,81,0
39,45,25,32,20,0
57,77,69,38,40,1
77,65,42,62,81,1
30,99,26,53,61,0
20,13,8,82,10,0
51,17,43,100,12,0
51,77,57,41,85,1
12,98,97,39,77,0
1,87,86,34,26,0
30,69,63,70,43,0
75,59,61,17,30,0
57,23,48,51,43,0
43,87,16,11,2,0
43,80,47,82,23,0
73,97,34,35,73,0
87,65,94,67,97,1
22,92,59,34,18,0
96,50,75,62,57,1
68,17,65,60,41,0
45,33,4,47,38,0
18,50,94,49,25,0
7,37,82,1,98,0
8,47,67,31,100,0
88,34,37,61,76,0
60,44,90,64,7,0
56,81,87,20,14,0
57,82,100,95,65,1
62,26,18,92,43,0
14,51,99,14,70,0
46,17,84,39,79,0
75,52,40,40,17,0
96,56,70,81,92,1
67,48,24,98,100,0
15,58,39,86,10,0
32,49,35,46,6,0
43,32,98,37,6,0
65,54,14,34,33,0
94,15,6,24,85,0
76,66,17,60,34,0
41,43,45,29,8,0
35,30,81,33,4,0
99,27,44,79,98,0
95,94,35,41,75,0
28,47,68,91,34,0
44,75,58,82,28,0
24,29,76,10,26,0
65,49,43,42,64,1
17,67,58,43,28,0
52,54,9,83,6,0
32,29,13,51,90,0
76,54,31,73,87,0
90,37,76,45,67,1
7,29,86,0,50,0
77,40,40,49,71,1
65,4,95,7,88,0
97,61,43,52,68,1
56,86,27,67,67,0
87,54,75,28,37,0
97,33,50,49,39,0
57,19,48,99,0,0
85,56,0,65,12,0
99,33,98,83,95,0
53,79,46,6,90,0
0,11,16,10,45,0
10,82,32,20,18,0
21,85,77,23,44,0
54,92,1,21,56,0
12,26,70,49,23,0
32,71,72,94,27,0
4,37,61,62,29,0
88,16,45,76,75,0
71,20,8,3,27,0
97,0,14,41,80,0
60,68,29,14,92,0
98,22,75,64,9,0
92,88,55,45,76,1
52,32,84,26,96,0
58,79,96,7,23,0
14,91,92,70,39,0
22,8,7,32,34,0
90,65,89,54,90,1
1,68,11,1,28,0
90,64,11,1,83,0
86,92,40,46,50,1
78,36,6,78,8,0
19,85,34,6,92,0
19,48,95,91,3,0
100,14,91,14,89,0
67,9,40,88,32,0
52,30,50,9,2,0
49,94,15,87,43,0
62,73,36,55,75,1
9,87,4,65,98,0
35,3,28,56,67,0
94,13,73,30,46,0
41,94,80,36,24,0
75,99,39,61,5,0
47,84,12,16,16,0
33,0,81,51,1,0
1,18,76,39,70,0
47,41,16,23,41,0
29,54,32,29,9,0
69,6,98,59,28,0
41,13,13,78,12,0
5,0,90,78,90,0
14,54,29,34,56,0
46,55,13,80,25,0
97,78,80,19,11,0
68,91,35,57,81,0
98,39,96,94,92,1
47,49,89,8,5,0
31,13,54,32,82,0
32,13,32,72,40,0
8,39,1,9,11,0
11,63,77,51,1,0
53,30,32,99,0,0
22,78,44,82,43,0
54,66,6,93,88,0
33,52,92,17,88,0
21,86,52,97,52,0
83,91,33,61,88,0
42,68,6,8,68,0
85,15,78,95,84,0
50,49,7,19,9,0
0,48,81,42,54,0
68,44,10,55,0,0
16,16,5,61,48,0
63,32,62,42,87,0
59,30,16,13,45,0
97,38,73,68,25,0
11,70,97,73,93,0
66,19,57,51,51,0
58,44,7,33,84,0
73,4,13,48,34,0
64,64,57,81,27,0
43,17,42,88,65,0
22,93,50,20,28,0
75,26,66,31,76,0
46,98,98,90,1,0
45,31,60,92,70,0
56,44,75,53,70,1
90,34,27,96,55,0
6,67,88,52,36,0
100,37,6,40,71,0
22,34,47,84,93,0
28,98,55,27,30,0
37,0,16,41,86,0
21,38,38,73,44,0
72,48,97,35,68,0
3,26,0,65,57,0
61,40,51,15,60,0
6,26,20,75,68,0
60,50,19,56,60,0
17,85,29,47,69,0
43,66,0,38,44,0
90,56,75,24,80,0
87,56,4,30,62,0
17,42,12,64,12,0
63,81,34,39,8,0
48,42,94,97,45,1
31,77,10,62,87,0
44,78,89,96,50,1
44,98,72,15,75,0
83,73,64,42,55,1
94,9,83,30,33,0
42,72,37,85,27,0
83,82,92,54,27,0
46,28,85,44,9,0
34,67,2,7,10,0
2,43,17,65,32,0
25,57,94,34,40,0
72,100,16,19,75,0
19,92,28,27,95,0
48,95,76,16,39,0
91,25,8,13,36,0
92,71,67,64,56,1
1,18,12,0,42,0
50,94,90,15,58,0
13,74,69,64,84,0
39,43,16,95,31,0
33,28,98,29,52,0
44,48,95,86,18,0
54,38,49,61,48,1
88,15,9,3,88,0
62,97,74,17,55,0
31,36,8,23,92,0
56,65,39,95,62,1
91,85,25,25,37,0
67,44,57,11,54,0
38,80,31,90,48,0
15,27,63,69,41,0
35,33,9,27,86,0
8,73,2,20,71,0
77,18,31,69,14,0
42,20,76,52,89,0
71,48,70,89,80,1
41,41,24,5,36,0
68,33,19,82,47,0
2,97,21,92,49,0
43,78,59,17,83,0
47,9,71,52,73,0
65,93,1,26,41,0
88,8,94,82,54,0
80,8,54,78,81,0
25,78,12,57,93,0
30,64,94,24,53,0
41,29,10,82,16,0
39,57,29,94,30,0
52,16,76,73,56,0
41,25,25,89,51,0
56,69,35,52,17,0
25,78,85,13,34,0
1,17,52,84,92,0
54,36,56,70,3,0
45,10,80,8,58,0
8,66,45,31,72,0
19,54,88,53,78,0
14,22,72,5,34,0
31,84,32,59,77,0
32,39,5,62,50,0
98,3,14,77,10,0
79,81,54,21,19,0
35,27,83,8,56,0
82,79,34,94,74,0
95,69,70,51,53,1
73,30,63,4,99,0
56,12,83,79,99,0
90,46,33,39,68,0
37,24,25,68,46,0
68,40,31,98,74,0
97,84,64,52,60,1
94,98,32,40,1,0
91,61,36,11,6,0
45,81,85,18,49,0
81,59,86,73,38,1
58,12,97,41,63,0
20,85,3,99,53,0
5,19,45,2,54,0
31,76,34,0,30,0
41,9,48,71,48,0
52,0,45,87,11,0
17,65,15,27,70,0
7,52,74,66,13,0
92,23,36,17,48,0
12,33,56,12,48,0
91,22,75,90,84,0
15,4,47,74,22,0
92,91,45,73,70,1
97,94,56,14,14,0
52,75,22,92,19,0
88,8,10,23,55,0
71,92,76,31,64,0
19,77,65,61,99,0
64,56,0,99,100,0
77,87,49,52,14,0
96,97,69,79,81,1
18,39,90,45,83,0
33,47,38,69,84,0
36,87,44,57,7,0
36,16,68,3,58,0
43,5,98,35,94,0
82,23,38,18,60,0
15,4,90,71,70,0
37,49,2,20,65,0
35,4,44,29,60,0
99,78,43,76,73,1
98,82,20,58,53,0
48,17,89,81,70,0
29,27,90,5,59,0
98,28,91,53,50,0
13,38,79,100,10,0
59,50,78,100,51,1
100,35,44,95,65,0
31,62,40,26,21,0
36,88,12,65,98,0
2,13,84,78,26,0
20,69,57,20,100,0
52,95,12,18,86,0
64,86,16,35,2,0
47,69,58,21,80,0
61,90,55,90,9,0
13,78,59,15,24,0
35,35,93,64,48,0
84,83,97,79,75,1
100,82,84,44,97,1
43,94,30,80,38,0
48,100,60,37,8,0
76,66,66,93,42,1
8,80,88,50,56,0
64,93,29,24,15,0
15,31,9,12,73,0
59,75,58,86,94,1
71,52,77,1,4,0
46,22,89,58,15,0
77,66,55,21,3,0
51,56,90,49,10,0
66,85,95,69,90,1
33,82,39,54,89,0
29,23,80,22,99,0
12,96,66,66,94,0
62,55,44,3,86,0
30,50,49,88,20,0
56,58,88,73,33,0
0,40,23,2,80,0
48,3,67,45,9,0
9,30,24,76,16,0
62,25,95,82,52,0
42,98,0,92,92,0
62,88,58,39,47,1
97,94,82,95,77,1
80,70,3,69,92,0
2,48,5,66,38,0
81,55,85,55,50,1
22,74,35,68,39,0
98,68,24,75,56,0
62,34,81,20,43,0
16,47,10,82,99,0
93,21,42,84,11,0
62,73,5,78,7,0
44,14,33,47,47,0
78,80,46,90,67,1
12,32,17,56,13,0
80,53,94,73,85,1
88,82,15,23,64,0
56,51,17,18,35,0
57,94,64,64,44,1
39,6,52,71,13,0
65,85,87,49,81,1
55,64,55,18,99,0
49,91,89,21,67,0
53,73,76,52,57,1
28,25,8,38,55,0
26,93,56,69,35,0
11,71,85,35,5,0
56,91,68,51,25,0
75,72,13,64,19,0
19,33,95,84,22,0
22,27,82,4,85,0
38,60,38,10,14,0
7,99,78,5,57,0
67,91,97,88,18,0
97,73,59,81,66,1
6,86,0,15,13,0
95,25,16,28,35,0
89,96,95,87,25,0
64,59,0,22,39,0
90,68,91,78,80,1
24,96,41,14,56,0
48,86,91,33,95,0
86,12,99,88,22,0
24,39,37,10,24,0
4,15,16,89,33,0
37,76,17,88,25,0
59,39,39,77,10,0
1,3,60,79,40,0
37,29,69,57,93,0
70,61,67,71,63,1
59,75,93,18,85,0
16,66,68,95,99,0
3,94,24,17,20,0
37,65,85,75,76,1
62,93,33,99,54,0
24,81,96,75,64,0
15,39,41,35,86,0
42,21,45,34,47,0
81,92,90,26,10,0
27,33,4,19,100,0
20,98,6,96,27,0
65,20,76,29,6,0
12,64,32,94,94,0
88,72,44,50,44,1
95,79,59,93,98,1
9,70,2,24,31,0
34,84,26,5,39,0
51,67,100,19,16,0
12,31,42,37,15,0
91,47,0,81,88,0
40,66,92,15,50,0
78,73,94,47,88,1
95,40,55,69,25,0
61,3,4,22,3,0
42,42,64,89,38,1
83,9,87,81,42,0
45,68,34,93,60,0
87,41,62,57,67,1
99,58,40,79,47,1
26,29,90,3,62,0
82,4,24,15,14,0
45,32,1,39,90,0
38,2,75,74,58,0
27,14,74,6,20,0
16,83,34,12,14,0
78,65,71,16,100,0
24,20,23,7,11,0
19,25,34,76,64,0
43,71,62,38,32,0
39,52,37,16,38,0
62,17,58,41,24,0
95,39,72,51,11,0
83,56,44,47,15,0
70,63,60,40,35,0
8,22,57,94,14,0
4,63,23,97,27,0
40,82,16,30,48,0
32,19,96,71,9,0
48,18,52,57,94,0
64,98,9,39,23,0
57,86,46,17,65,0
67,13,95,53,93,0
94,13,78,52,89,0
35,44,35,9,76,0
2,40,87,75,30,0
87,75,91,91,81,1
88,51,2,72,31,0
95,18,93,52,52,0
57,94,28,97,60,0
6,30,99,61,97,0
24,19,55,32,80,0
53,69,80,83,3,0
4,40,21,25,46,0
44,95,88,1,5,0
76,65,26,30,84,0
89,57,14,36,19,0
8,4,9,35,23,0
7,89,71,46,89,0
87,90,7,43,27,0
79,98,22,92,76,0
80,89,79,40,84,1
84,77,41,19,38,0
45,42,19,7,31,0
13,13,52,50,62,0
57,41,5,37,36,0
32,39,86,24,93,0
36,20,69,15,27,0
78,1,91,50,40,0
32,58,10,83,3,0
12,4,67,5,59,0
81,24,76,23,25,0
24,80,64,0,30,0
34,20,63,8,83,0
82,68,91,92,48,1
77,71,99,76,63,1
23,30,66,70,77,0
64,35,100,58,6,0
52,37,99,22,15,0
31,25,86,51,81,0
59,57,45,59,50,1
64,64,10,91,55,0
29,65,66,46,32,0
82,60,34,86,11,0
92,48,52,89,100,1
64,2,59,35,0,0
19,16,92,39,69,0
70,40,49,23,68,0
35,80,0,5,54,0
51,67,40,72,97,1
70,26,30,62,33,0
43,7,89,34,4,0
11,62,1,65,34,0
46,87,1,27,84,0
1,86,49,45,31,0
8,67,98,85,78,0
93,34,4,96,95,0
93,99,45,69,66,1
71,61,5,75,9,0
60,96,13,79,49,0
65,40,85,10,57,0
71,67,89,72,14,0
15,10,81,4,56,0
22,66,43,28,92,0
15,61,92,8,51,0
26,0,99,52,29,0
99,1,71,22,12,0
41,37,64,72,26,0
52,78,46,4,97,0
99,48,5,60,1,0
40,56,64,82,17,0
60,42,45,39,62,1
83,7,94,29,72,0
36,1,0,96,10,0
0,80,42,19,17,0
4,67,79,32,88,0
14,53,76,12,47,0
7,18,80,14,70,0
58,98,48,30,73,0
50,44,90,90,8,0
96,85,46,67,23,0
55,84,18,13,97,0
56,0,35,65,67,0
94,82,98,33,88,0
92,24,97,86,84,0
14,1,61,96,6,0
63,22,72,31,50,0
30,96,23,95,87,0
40,89,86,74,61,1
68,41,19,19,0,0
95,77,63,12,70,0
71,74,33,78,54,0
70,15,1,98,33,0
78,48,58,99,51,1
83,64,51,68,22,0
74,28,43,32,90,0
83,69,34,93,9,0
45,97,84,68,34,0
79,100,46,4,24,0
86,74,13,3,64,0
90,19,72,88,29,0
72,76,62,34,24,0
8,88,89,14,61,0
7,22,60,29,43,0
81,77,92,78,71,1
100,83,39,94,2,0
76,10,31,48,41,0
89,84,82,31,59,0
75,44,8,93,9,0
97,66,90,19,7,0
58,41,60,30,28,0
8,93,33,96,76,0
59,65,32,49,49,0
52,45,100,55,28,0
77,93,81,82,9,0
95,50,90,81,13,0
68,80,58,65,90,1
43,78,85,21,62,0
79,71,24,25,44,0
87,80,4,47,91,0
96,72,71,24,47,0
38,91,85,64,45,1
87,3,64,19,57,0
30,41,6,10,12,0
78,3,58,26,26,0
90,40,90,4,75,0
90,16,23,71,39,0
62,17,1,99,18,0
9,57,56,76,46,0
93,93,16,21,57,0
58,100,42,39,38,1
95,50,28,38,16,0
51,76,18,85,16,0
48,24,99,24,30,0
91,6,56,3,39,0
63,99,42,15,4,0
0,75,51,71,56,0
63,27,52,2,42,0
85,50,100,14,62,0
47,95,66,92,2,0
40,57,46,86,57,1
24,29,62,3,26,0
43,30,96,10,70,0
84,100,41,53,50,1
25,72,93,29,0,0
70,56,87,68,79,1
93,99,15,79,98,0
59,12,79,39,75,0
22,37,15,48,14,0
74,78,39,23,90,0
79,35,56,9,29,0
38,68,29,35,73,0
16,48,76,80,20,0
40,7,86,12,2,0
47,55,96,16,75,0
49,60,28,62,98,0
2,68,96,27,17,0
72,24,90,22,81,0
100,66,66,24,75,0
23,70,71,76,42,0
9,78,78,61,44,0
65,3,47,92,73,0
87,6,89,100,40,0
85,60,37,64,60,1
22,5,91,71,81,0
92,50,75,39,22,0
61,91,47,98,58,1
41,12,78,70,13,0
52,64,83,90,11,0
62,61,59,18,76,0
30,38,21,79,37,0
61,80,52,12,84,0
97,4,95,32,3,0
59,86,22,96,51,0
44,54,75,10,28,0
25,8,13,9,98,0
48,49,25,22,99,0
5,76,27,49,36,0
49,93,18,95,26,0
10,32,97,48,27,0
9,6,5,54,84,0
90,87,3,91,12,0
94,37,45,29,93,0
59,78,93,84,65,1
20,18,60,84,33,0
86,67,14,55,26,0
5,21,20,98,5,0
81,57,24,71,30,0
71,54,15,11,73,0
70,60,49,24,67,0
80,18,39,72,20,0
7,98,19,50,27,0
56,94,46,65,56,1
4,6,25,37,64,0
73,94,80,27,26,0
7,77,82,1,30,0
80,90,86,84,41,1
22,78,44,17,79,0
45,23,2,61,25,0
36,54,54,8,64,0
82,34,28,78,28,0
67,93,89,83,82,1
69,85,96,87,66,1
77,61,13,35,49,0
97,62,36,21,67,0
70,35,75,82,70,0
21,87,96,28,16,0
30,51,77,47,30,0
39,74,39,29,36,0
1,23,85,11,2,0
48,98,60,76,16,0
24,85,4,50,91,0
30,55,50,87,9,0
71,28,76,0,92,0
28,59,71,0,56,0
94,66,48,19,69,0
89,78,29,80,26,0
24,80,9,17,35,0
94,88,39,99,8,0
88,89,27,80,76,0
40,20,73,11,56,0
36,55,43,11,49,0
34,17,54,28,8,0
94,83,15,84,69,0
58,41,27,77,49,0
83,12,71,43,70,0
71,60,79,59,95,1
77,14,27,30,2,0
89,0,60,6,65,0
41,74,75,69,1,0
70,89,58,50,94,1
3,49,48,28,95,0
96,17,96,81,71,0
32,14,10,2,54,0
90,87,51,64,0,0
44,5,23,83,12,0
12,16,85,93,67,0
90,100,40,18,26,0
43,23,75,72,17,0
94,37,67,6,23,0
43,20,61,72,94,0
10,36,27,55,64,0
80,6,16,57,42,0
41,80,32,73,3,0
82,76,72,67,42,1
100,84,16,77,59,0
18,45,14,30,22,0
12,78,19,90,100,0
65,15,30,40,82,0
27,18,55,69,7,0
100,49,89,2,75,0
31,25,25,53,65,0
84,64,54,65,61,1
15,55,10,48,25,0
77,42,15,26,33,0
73,84,34,50,25,0
11,10,5,18,65,0
37,90,37,1,83,0
93,78,85,97,2,0
67,9,45,40,7,0
81,9,63,84,30,0
50,56,42,99,5,0
13,4,94,31,34,0
42,63,12,44,46,0
65,32,22,85,44,0
98,7,33,23,64,0
82,19,85,31,78,0
20,94,76,38,76,0
84,70,33,26,74,0
62,90,59,60,80,1
94,37,33,59,92,0
86,24,34,52,80,0
92,97,63,9,44,0
37,43,79,65,32,0
64,95,99,20,24,0
71,0,89,71,57,0
76,3,79,4,99,0
70,60,83,25,94,0
41,81,3,67,17,0
71,46,74,72,38,1
40,96,34,92,64,0
64,49,30,77,58,0
83,95,79,97,8,0
50,54,57,48,76,1
43,14,3,88,76,0
25,100,93,8,60,0
8,32,92,61,15,0
72,71,80,98,94,1
46,21,45,73,27,0
39,38,57,87,75,1
14,66,13,91,0,0
61,80,69,80,40,1
63,57,83,11,77,0
77,99,57,51,84,1
96,30,14,99,92,0
50,76,12,71,50,0
68,81,0,28,98,0
9,56,20,24,31,0
36,20,24,43,91,0
25,33,59,70,41,0
